,Productos,Precio/Kg,Precios,PrecioPrevio,Ofertas,Promociones
235,"
Queso de Mahon-Menorca DOP De Nuestra Tierra cuña 300 g","
 Cuña De 300.0 G. Aprox |
21,90 €/kg","6,57 €",,,
236,"
Queso puro de oveja viejo D.O. Manchego mini Don Bernardo Oro pieza 880 g","
 Pieza De |
18,75 €/kg","16,50 €",,,
237,"
Queso curado grattugia facile Biraghi 200 g","
 200 G |
19,75 €/kg","3,95 €",,,
238,"
Queso puro de oveja D.O.P. Idiazabal De Nuestra Tierra 1/2 pieza, 300 g","
 Pieza De 300.0 G. Aprox |
22,95 €/kg","6,88 €",,,
239,,,,,,
240,"
Queso idiazábal de oveja viejo 200 g aprox","
 Envase De  200.0 G. Aprox |
21,90 €/kg","4,38 €",,,
241,"
Queso azul Valdeón De Nuestra Tierra al corte 250 g aprox","
 250 G 250.0 G. Aprox |
17,50 €/kg","4,37 €",,,
242,"
Queso de mezcla azul cabrales D.O.P. El Consorcio de Quesos 200 g aprox","
 Envase De  200.0 G. Aprox |
23,90 €/kg","4,78 €",,,
243,"
Queso Parmigiano Reggiano forma IGP 22 meses curación Hispano al corte 150 g aprox","
 Envase De 150.0 G. Aprox |
31,90 €/kg","4,78 €",,,
244,"
Queso azul cabrales D.O.P. Peñasanta 200 g aprox","
 200 G Aprox 150.0 G. Aprox |
18,95 €/kg","2,84 €",,,
245,,,,,,
246,"
Leche semidesnatada ecológica Puleva brik 1 l.","
 1 L. |
1,00 €/l",,"
1,29 €","
1,00 €",
247,"
Leche entera ecológica Asana brik 1 l.","
 1 L. |
1,35 €/l","1,35 €",,,
248,"
Crema de Avena Cuisine ecológico Oatly 250 ml.","
 250 Ml. |
4,28 €/l","1,07 €",,,
249,"
Leche semidesnatada ecológica Asana sin lactosa brik 1 l.","
 1 L. |
1,29 €/l","1,29 €",,,
250,"
Bebida de avena sin azúcares añadidos ecológica Joya brik 1 l.","
 1 L. |
1,68 €/l","1,68 €",,,
251,"
Leche semidesnatada ecológica Asana brik 1 l.","
 1 L. |
1,34 €/l","1,34 €",,,
252,"
Bebida de avena con calcio ecológica Soria Natural brik 1 l.","
 1 L. |
1,73 €/l","1,73 €",,,
253,"
Bebida de almendra sin azúcar añadido ecológica Ecocesta sin gluten brik 1 l.","
 1 L. |
2,30 €/l","2,30 €",,,
254,"
Leche ecológica Buen Pastor brik 1 l.","
 1 L. |
1,49 €/l","1,49 €",,,
255,"
Leche desnatada ecológica Puleva brik 1 l.","
 1 L. |
1,00 €/l",,"
1,29 €","
1,00 €",
256,"
Mantequilla ecológica Président 250 g.","
 250 G. |
14,40 €/kg","3,60 €",,,
257,"
Bebida de avena ecológica Oatly brik 1 l.","
 1 L. |
2,35 €/l","2,35 €",,,
258,"
Mantequilla ecológica Asana 100 g.","
 100 G. |
14,90 €/kg","1,49 €",,,
259,"
Bebida de avena con calcio ecológica Oatly 1 l.","
 1 L. |
2,39 €/l","2,39 €",,,
260,"
Bebida de avena evaporada ecológica Ideal sin lactosa 204 ml.","
 204 Ml. |
6,81 €/l","1,39 €",,,
261,"
Leche desnatada ecológica Asana sin lactosa brik 1 l.","
 1 L. |
1,33 €/l","1,33 €",,,
262,"
Bebida de arroz y coco sin azúcar añadido ecológica Ecocest  brik 1 l.","
 1 L. |
2,05 €/l","2,05 €",,,
263,"
Bebida de soja sin azúcar añadido ecológica Ecocesta sin gluten brik 1l.","
 1 L. |
1,87 €/l","1,87 €",,,
264,"
Bebida de arroz con calcio sin azúcar añadido ecológica Ecocesta sin gluten brik 1 l.","
 1 L. |
2,05 €/l","2,05 €",,,
265,"
Nata para montar ecológica Président 250 ml.","
 250 Ml. |
9,20 €/l","2,30 €",,,
266,"
Bebida de coco sin azúcar ecológica EcoMil sin gluten brik 1 l.","
 1 L. |
2,85 €/l","2,85 €",,,
267,"
Bebida de avena ecológica Joya sin gluten brik 1l.","
 1 L. |
2,20 €/l","2,20 €",,,
268,"
Leche entera ecológica Cantero de Letur 1 l.","
 1 L. |
3,46 €/l","3,46 €",,,
269,"
Leche entera de cabra ecológica Cantero de Letur botella de vidrio 1 l.","
 1 L. |
4,40 €/l","4,40 €",,,
270,,,,,,
271,"
Queso de untar ecológico Carrefour Bio 200 g.","
 200 G. |
6,80 €/kg","1,36 €",,,
272,"
Queso rallado emmental ecológico Carrefour Bio 200g.","
 200 G. |
12,00 €/kg","2,40 €",,,
273,"
Queso fresco natural ecológico Carrefour Bio 500 g.","
 500 G. |
3,74 €/kg","1,87 €",,,
274,"
Queso emmental ecológico Carrefour Bio 200 g","
 200 G |
18,00 €/kg","3,60 €",,,
275,"
Queso gouda ecológico Carrefour Bio taco 200 g","
 200 G |
18,00 €/kg","3,60 €",,,3x2
276,"
Queso de cabra gouda madurado de Holanda ecológico Carrefour Bio cuña 250 g aprox","
 Envase De 250.0 G. Aprox |
23,95 €/kg","5,99 €",,,
277,"
Queso de vaca gouda cominos ecológico Carrefour Bio cuña 250 g aprox","
 Envase De 250.0 G. Aprox |
16,90 €/kg","4,22 €",,,
278,"
Queso maasdam ecológico Carrefour Bio taco 200 g","
 200 G |
18,00 €/kg","3,60 €",,,3x2
279,"
Queso de vaca gouda curado ecológico Carrefour Bio cuña 250 g aprox","
 Envase De 250.0 G. Aprox |
16,90 €/kg","4,22 €",,,
280,"
Queso de vaca maasdam madurado ecológico Carrefour Bio cuña 250 g aprox","
 Envase De 250.0 G. Aprox |
17,90 €/kg","4,47 €",,,
281,"
Queso feta ecológico Carrefour 180 g.","
 180 G. |
11,67 €/kg","2,10 €",,,
282,"
Queso gouda lonchas ecológico Carrefour Bio 200 g.","
 200 G. |
10,95 €/kg","2,19 €",,,
283,"
Queso parmesano reggiano Carrefour Bio 150 g","
 150 G |
39,67 €/kg","5,95 €",,,
284,"
Queso blanco pasteurizado ecológico Carrefour Bio 230 g.","
 230 G. |
9,13 €/kg","2,10 €",,,
285,"
Queso de cabra tierno ecológico Arte y Sabor 300 g","
 |
18,33 €/kg","5,50 €",,,
286,"
Queso en porciones ecológico La Vaca que ríe 128 g.","
 128 G. |
14,06 €/kg","1,80 €",,,
287,"
Queso manchego paraje de Sotuélamos ecológico cuña de 170 g","
 375 G Aprox |
22,94 €/kg","3,90 €",,,
288,"
Queso rulo de cabra madurado con moho ecológico 180 g","
 Pieza De |
14,44 €/kg","2,60 €",,,
289,"
Queso de untar natural ecológico Arla 200 g.","
 200 G. |
11,50 €/kg","2,30 €",,,5€ dto.
290,"
Queso de cabra ecológico Juan Luna Abrilisto cuña 1/8 250 g","
 Cuña De 250.0 G. Aprox |
21,90 €/kg","5,47 €",,,
291,"
Carne de Membrillo ecológica Santa Teresa 200 g ","
 Envase De 200.0 G. Aprox |
12,95 €/kg","2,59 €",,,
292,"
Queso fresco feta ecológico Taverna 150 g.","
 150 G |
20,67 €/kg","3,10 €",,,
293,"
Queso feta ecológico D.O.P Hotos 200 g","
 200 G |
19,75 €/kg","3,95 €",,,
294,"
Queso parmigiano reggiano ecológico D.O.P. Parmareggio 150 g","
 150 G |
50,00 €/kg","7,50 €",,,
295,,,,,,
296,"
Nata montada azucarada y aromatizada Carrefour 500 g.","
 500 G. |
2,58 €/kg","1,29 €",,,
297,,,,,,
298,"
Calabacín en dados congelado Carrefour 450 g.","
 450 G. |
2,33 €/kg","1,05 €",,,
299,"
Filete de merluza sin piel congelado 850 g","
 850 G |
8,22 €/kg","6,99 €",,,
300,"
Patatas prefritas con piel Carrefour 600 g.","
 600 G. |
1,50 €/kg","0,90 €",,,
301,"
Medallones de filete de merluza Pescanova 400 g.","
 400 G. |
14,62 €/kg","5,85 €",,,3x2
302,"
Lomos de merluza ultracongelados Pescanova 400 g.","
 400 G. |
16,25 €/kg","5,85 €",,,3x2
303,"
Cortes de alcachofa Carrefour 400 g.","
 400 G. |
4,12 €/kg","1,65 €",,,
304,"
Rabas enharinadas congeladas 500 g","
 600 G. |
9,00 €/kg","4,50 €",,,
305,"
Brócoli en floretes ecológico Carrefour Bio 600 g.","
 600 G. |
3,48 €/kg","2,09 €",,,
306,"
Menestra de verduras Findus 1 kg.","
 1 Kg. |
3,40 €/kg","3,40 €",,,3x2
307,"
Coles de Bruselas Carrefour 450 g.","
 450 G. |
1,76 €/kg","0,79 €",,,
308,"
Lomo de salmón congelado Friusa 300 g","
 300 G. |
29,83 €/kg","8,95 €",,,
309,"
Anguriñas Pescanova pack de 2 unidades de 100 g.","
 Pack 2x 100 G. |
10,75 €/kg","2,15 €",,,
310,"
Zanahoria baby Carrefour 400 g.","
 400 G. |
1,92 €/kg","0,77 €",,,
311,"
Espinacas cortadas Carrefour 1 kg.","
 1 Kg. |
1,19 €/kg","1,19 €",,,
312,"
Baguetinas congeladas Maheso pack de 4 unidades de 125 g.","
 Pack De 4x125 G. |
4,00 €/kg","2,00 €",,,
313,"
Tinta de sepia congelada 2 ud de 4 g","
 1 Ud. |
0,29 €/ud","0,29 €",,,
314,"
Sepia limipia congelada 480 g","
 480 G |
11,58 €/kg","6,95 €",,,
315,"
Varitas de merluza empanadas congeladas 400 g","
 400 G Aprox |
5,62 €/kg","2,25 €",,,
316,"
Habas baby Carrefour 200 g.","
 200 G. |
4,00 €/kg","0,80 €",,,
317,"
Mix 3 verduras Carrefour 600 g.","
 600 G. |
1,85 €/kg","1,11 €",,,
318,"
Brócoli Findus 750 g.","
 750 G. |
4,74 €/kg","3,20 €",,,5€ dto.
319,"
Espinacas en hojas Findus 1 kg.","
 1 Kg. |
3,40 €/kg","3,40 €",,,3x2
320,"
Anillas de pota argentina Carrefour 450 g.","
 450 G. |
10,11 €/kg","4,55 €",,,
321,"
Judías verdes planas Findus 1 kg.","
 1 Kg. |
3,40 €/kg","3,40 €",,,3x2
322,,,,,,
323,"
Ensaladilla congelada Findus 1 kg.","
 1 Kg. |
3,40 €/kg","3,40 €",,,3x2
324,"
Guisantes Carrefour 1 kg.","
 1 Kg. |
1,13 €/kg","1,13 €",,,
325,"
Judías verdes planas Carrefour 1 kg.","
 1 Kg. |
1,03 €/kg","1,03 €",,,
326,"
Guisantes finos Findus 1 kg.","
 1 Kg. |
3,40 €/kg","3,40 €",,,3x2
327,"
Pimiento en tiras Carrefour 450 g.","
 450 G. |
2,22 €/kg","1,00 €",,,
328,"
Coliflor congelada Carrefour 1 kg.","
 1 Kg. |
1,29 €/kg","1,29 €",,,
329,"
Espinacas cortadas en porciones Carrefour 400 g.","
 400 G. |
1,68 €/kg","0,67 €",,,
330,"
Cebolla Cubos Carrefour 400 g.","
 400 G. |
1,58 €/kg","0,63 €",,,
331,"
Ensaladilla Carrefour 1 kg.","
 1 Kg. |
0,70 €/kg","0,70 €",,,
332,"
Menestra de verduras Carrefour 1 kg.","
 1 Kg. |
1,09 €/kg","1,09 €",,,
333,"
Patatas fritas clásicas Carrefour 1 kg.","
 1 Kg. |
1,03 €/kg","1,03 €",,,
334,"
Patatas congeladas extra finas Carrefour 1 kg.","
 1 Kg. |
1,03 €/kg","1,03 €",,,
335,"
Judía troceada Carrefour 1 kg.","
 1 Kg. |
1,03 €/kg","1,03 €",,,
336,"
Patatas fritas clásicas congeladas Carrefour 2,5 kg.","
 2,5 Kg. |
0,92 €/kg","2,31 €",,,
337,"
Calabacín en dados congelado Carrefour 450 g.","
 450 G. |
2,33 €/kg","1,05 €",,,
338,"
Patatas prefritas con piel Carrefour 600 g.","
 600 G. |
1,50 €/kg","0,90 €",,,
339,"
Cortes de alcachofa Carrefour 400 g.","
 400 G. |
4,12 €/kg","1,65 €",,,
340,"
Brócoli en floretes ecológico Carrefour Bio 600 g.","
 600 G. |
3,48 €/kg","2,09 €",,,
341,"
Menestra de verduras Findus 1 kg.","
 1 Kg. |
3,40 €/kg","3,40 €",,,3x2
342,"
Coles de Bruselas Carrefour 450 g.","
 450 G. |
1,76 €/kg","0,79 €",,,
343,"
Zanahoria baby Carrefour 400 g.","
 400 G. |
1,92 €/kg","0,77 €",,,
344,"
Espinacas cortadas Carrefour 1 kg.","
 1 Kg. |
1,19 €/kg","1,19 €",,,
345,"
Habas baby Carrefour 200 g.","
 200 G. |
4,00 €/kg","0,80 €",,,
346,"
Mix 3 verduras Carrefour 600 g.","
 600 G. |
1,85 €/kg","1,11 €",,,
347,,,,,,
348,"
Pizza de jamón y queso fina y crujiente Forno Di Pietra Buitoni 350 g.","
 350 G. |
9,09 €/kg","3,18 €",,,3x2
349,"
Pizza Caprese fina y crujiente Forno Di Pietra Buitoni 350 g.","
 350 G. |
9,09 €/kg","3,18 €",,,3x2
350,"
Varitas merluza enriquecidas Pescanova 450 g.","
 450 G. |
5,78 €/kg",,"
2,85 €","
2,60 €",3x2
351,"
Pizza 4 quesos fina y crujiente Forno Di Pietra Buitoni 350 g.","
 350 G. |
9,09 €/kg","3,18 €",,,3x2
352,"
Pizza barbacoa fina y crujiente Forno di Pietra Buitoni 325 g.","
 325 G. |
9,78 €/kg","3,18 €",,,3x2
353,"
Pizza 4 quesos Ristorante Dr. Oetker 340 g.","
 340 G. |
10,18 €/kg",,"
3,60 €","
3,46 €",3x2
354,"
Arroz tres delicias Carrefour 1 kg.","
 1 Kg. |
2,30 €/kg","2,30 €",,,
355,"
Peskitos Pescanova 400 g.","
 400 G. |
6,50 €/kg",,"
2,70 €","
2,60 €",3x2
356,"
Pizza prosciutto Ristorante Dr. Oetker 330 g.","
 330 G. |
10,48 €/kg",,"
3,60 €","
3,46 €",3x2
357,"
Croquetas de jamón Carrefour 500 g.","
 500 G. |
1,98 €/kg","0,99 €",,,
358,"
Nuggets de pollo congelados 500 g.","
 500 G. |
4,04 €/kg","2,02 €",,,
359,"
Lasaña Boloñesa La Cocinera 530 g.","
 530 G. |
6,96 €/kg",,"
3,95 €","
3,69 €",3x2
360,"
Pizza carbonara fina y crujiente forno di pietra Buitoni 300 g.","
 300 G. |
10,60 €/kg","3,18 €",,,3x2
361,"
Croquetas de jamón serrano La Cocinera 500 g.","
 500 G. |
5,50 €/kg","2,75 €",,,5€ dto.
362,"
Salteado verdura campestres Carrefour 600 g.","
 600 G. |
2,33 €/kg","1,40 €",,,
363,"
Cubitos de hielo Procubitos 2 kg.","
 2 Kg. |
0,34 €/kg","0,69 €",,,
364,"
Piccolinis capricciosa Buitoni 270 g.","
 270 G. |
10,93 €/kg","2,95 €",,,3x2
365,"
San Jacobos 360 g.","
 360 G. |
2,58 €/kg","0,93 €",,,
366,"
Pizza de atún Ristorante Dr. Oetker 355 g.","
 355 G. |
9,75 €/kg",,"
3,60 €","
3,46 €",3x2
367,"
Pizza speciale Ristorante Dr. Oetker 330 g.","
 330 G. |
10,48 €/kg",,"
3,60 €","
3,46 €",3x2
368,"
Pannini de jamón y queso Dr. Oetker 250 g.","
 250 G. |
10,36 €/kg","2,59 €",,,3x2
369,"
Calamares a la Romana Pescanova 400 g.","
 400 G. |
6,25 €/kg","2,50 €",,,
370,"
Empanadillas de atún Carrefour 500 g.","
 500 G. |
3,20 €/kg","1,60 €",,,
371,"
Canelones de carne La Cocinera 530 g.","
 530 G. |
6,96 €/kg",,"
3,95 €","
3,69 €",3x2
372,,,,,,
373,"
Salchichón ibérico extra Navidul al corte 150 g aprox","
 Envase De 150.0 G. Aprox |
24,50 €/kg","3,67 €",,,
374,"
Salchichón de bellota ibérico Sánchez Montero 300 g aprox","
 Envase De 300.0 G. Aprox |
16,60 €/kg","4,98 €",,,
375,"
Chorizo bellota ibérico Sánchez Montero 300 g aprox","
 Envase De  300.0 G. Aprox |
16,45 €/kg","4,93 €",,,
376,"
Lomo ibérico cebo 50% raza ibérica extra Navidul al corte 150 g aprox","
 Envase De  150.0 G. Aprox |
69,95 €/kg","10,49 €",,,
377,"
Chorizo ibérico extra Navidul al corte 150 g aprox","
 Envase De 150.0 G. Aprox |
23,75 €/kg","3,56 €",,,
378,"
Morcón ibérico Sánchez Romero Carvajal al corte 150 g","
 Envase De 150.0 G. Aprox |
61,90 €/kg","9,28 €",,,
379,,,,,,
380,"
Queso Italiano duro Gran Biraghi cuña 400 g","
 400 G |
17,38 €/kg","6,95 €",,,
381,"
Raclette en lonchas Carrefour 400 g.","
 400 G. |
9,62 €/kg","3,85 €",,,
382,"
Queso cremoso reblochon de Savoie A.O.P. de leche cruda Reflets de France 400 g","
 400 G |
16,67 €/kg","7,50 €",,,
383,"
Queso parmigiano reggiano D.O.P. 30 meses curación Terre D´Italia 250 g","
 250 G |
39,80 €/kg","9,95 €",,,
384,"
Queso havarti madurado Arla 150 g.","
 150 G. |
16,60 €/kg","2,49 €",,,5€ dto.
385,"
Queso de vaca chaumes madurado graso Arias 200 g aprox","
 Envase De 200.0 G. Aprox |
22,95 €/kg","4,59 €",,,
386,"
Queso grana padano D.O.P. Hispano Italiana Cuña 200 g","
 200 G |
24,75 €/kg","4,95 €",,,
387,"
Queso latino taco Goya Iberpal 325 gr","
 Pieza De |
9,08 €/kg","2,95 €",,,
388,"
Queso havarti light en lonchas Millan Vicente 150 g.","
 150 G. |
14,33 €/kg","2,15 €",,,
389,"
Queso provolone special dolce Auricchio Hispano Italiana 200 g","
 200 G |
12,50 €/kg","2,50 €",,,
390,"
Queso pecorino romano D.O.P. Auricchio Cuña 250 g","
 250 G |
23,60 €/kg","5,90 €",,,
391,"
Queso comté D.O.P. Montarlier 6 meses curación President pieza 220 g","
 Pieza De |
23,18 €/kg","5,10 €",,,
392,"
Queso mini cheddar Babybel pack de 6 unidades de 20 g.","
 Pack 6x20 G. |
19,17 €/kg","2,30 €",,,
393,"
Queso Parmigiano Reggiano forma IGP 22 meses curación Hispano al corte 150 g aprox","
 Envase De 150.0 G. Aprox |
31,90 €/kg","4,78 €",,,
394,"
Queso Halloumi Alambra Iberconseil 225 g","
 Pieza De |
23,11 €/kg","5,20 €",,,
395,"
Queso raclette natural Francés loncheado Iberconseil 200 g","
 200 G |
19,75 €/kg","3,95 €",,,
396,"
Queso provoletta con oregáno Montorso 200 g","
 200 G |
14,50 €/kg","2,90 €",,,
397,"
Queso parmegiano reggiano D.O.P. Castelli 200 g","
 200 G |
31,25 €/kg","6,25 €",,,
398,"
Queso grana padano D.O.P. reserva 12-26 meses curación Terre D´Italia 250 g","
 250 G |
24,80 €/kg","6,20 €",,,
399,"
Queso cheddar en lonchas Juan Luna 200 g.","
 200 G. |
14,50 €/kg","2,90 €",,,
400,"
Queso gruyere Suizo A.O.C taco Le Gruyère 200 g","
 200 G |
29,50 €/kg","5,90 €",,,
401,"
Queso tierno edam bola Juan Luna 300 g aprox","
 Pieza De  300.0 G. Aprox |
10,40 €/kg","3,12 €",,,
402,"
Queso curado viejo light Old Amsterdam Westland cuña 230 g","
 230 G |
21,30 €/kg","4,90 €",,,3x2
403,"
Queso de vaca madurado parmigiano reggiano D.O.P. Roccia 24 meses curación Parmareggio 200 g aprox","
 Pieza De 200.0 G. Aprox |
32,90 €/kg","6,58 €",,,
404,,,,,,
405,"
Queso en lonchas semi Carrefour 200 g.","
 200 G. |
7,85 €/kg",,"
1,85 €","
1,57 €",
406,"
Queso cheddar en lonchas Carrefour 200 g.","
 200 G. |
7,95 €/kg","1,59 €",,,
407,"
Queso rallado Italiano Grana Padano Carrefour 100 g.","
 100 G. |
15,40 €/kg","1,54 €",,,
408,"
Crema de queso de untar light Philadelphia pack de 2 unidades de 250 g.","
 Pack 2x250 G. |
7,40 €/kg",,"
4,10 €","
3,70 €",2ª al -70%
409,"
Mix rallado especial gratinado 200 g.","
 200 G. |
4,65 €/kg","0,93 €",,,
410,"
Queso de untar light Carrefour 300 g.","
 300 G. |
3,33 €/kg","1,00 €",,,
411,"
Queso semicurado mezcla Carrefour cuña 1/8, 375 g aprox","
 Cuña De  375.0 G. Aprox |
7,30 €/kg","2,74 €",,,
412,"
Queso en porciones La Vaca que ríe 375 g.","
 375 G. |
7,47 €/kg",,"
3,05 €","
2,80 €",3x2
413,"
Queso de untar light Philadelphia 350 g.","
 350 G. |
7,71 €/kg","2,70 €",,,
414,"
Queso blanco pasteurizado natural Carrefour pack de 2 unidades de 250 g.","
 Pack De 2x250 G. |
3,18 €/kg","1,59 €",,,
415,"
Queso mozarella en lonchas Carrefour 200 g.","
 200 G. |
6,75 €/kg","1,35 €",,,
416,"
Queso curado mezcla Granja de la Luz cuña de 1/8, 300 g aprox","
 Envase De 300.0 G. Aprox |
8,95 €/kg","2,68 €",,,
417,"
Queso de untar Crème de Camembert Président 125 g.","
 125 G. |
11,92 €/kg","1,49 €",,,
418,"
Queso havarti en lonchas Arla 150 g.","
 150 G. |
15,93 €/kg","2,39 €",,,5€ dto.
419,"
Queso en porciones El Caserío 375 g.","
 375 G. |
6,67 €/kg","2,50 €",,,
420,"
Mini quesitos Babybel pack de 12 unidades de 20 g.","
 Pack 12x20 G. |
16,50 €/kg",,"
4,14 €","
3,96 €",3x2
421,"
Feta griega Carrefour 200 g.","
 200 G. |
9,90 €/kg","1,98 €",,,
422,"
Queso parmesano reggiano D.O.P. Parmeggio Hispano Italiana 200 g","
 200 G |
29,75 €/kg","5,95 €",,,
423,"
Queso semicurado mezcla ya cortado García Baquero cuña 1/8, 250 g","
 250 G. |
18,00 €/kg","4,50 €",,,3x2
424,"
Queso fundido en lonchas 300 g.","
 300 G. |
3,03 €/kg","0,91 €",,,
425,"
Queso mini Babybel pack de 6 unidades de 20 g.","
 Pack 6x20 G. |
19,17 €/kg","2,30 €",,,
426,"
Queso mozzarella di bufala campana Galbani 125 g.","
 125 G. |
19,12 €/kg","2,39 €",,,
427,"
Queso rallado mozzarella Arla 150 g.","
 150 G. |
16,60 €/kg","2,49 €",,,5€ dto.
428,"
Queso fundido en lonchas El Caserío 300 g.","
 300 G. |
6,10 €/kg","1,83 €",,,
429,,,,,,
430,"
Queso en lonchas emmental Arla 150 g.","
 150 G. |
15,93 €/kg","2,39 €",,,5€ dto.
431,"
Queso rallado para pizza light Arla 150 g.","
 150 G. |
16,60 €/kg","2,49 €",,,5€ dto.
432,"
Queso semicurado mezcla mini García Baquero pieza 930 g","
 930 G |
14,30 €/kg","13,30 €",,,2x1 Acumulación
433,"
Queso en lonchas mozzarella en lonchas Arla 150 g.","
 150 G. |
13,67 €/kg","2,05 €",,,5€ dto.
434,"
Queso en lonchas alto en proteina y bajo en grasa Arla 150 g.","
 150 G. |
16,60 €/kg","2,49 €",,,5€ dto.
435,"
Queso havarti Loncha Millán Vicente 150 g.","
 150 G |
13,27 €/kg",,"
2,15 €","
1,99 €",2x1 Acumulación
436,"
Queso rallado cinco quesos Miraflores 150 g.","
 150 G. |
14,33 €/kg","2,15 €",,,2x1 Acumulación
437,"
Queso en lonchas Havarti 300 g.","
 300 G. |
12,17 €/kg","3,65 €",,,5€ dto.
438,"
Dados de queso Arla 150 g.","
 150 G. |
16,60 €/kg","2,49 €",,,5€ dto.
439,"
Queso en lonchas gouda Arla 150 g.","
 150 G. |
14,33 €/kg","2,15 €",,,5€ dto.
440,"
Queso lonchas García Baquero sin lactosa 150 g.","
 150 G. |
17,67 €/kg","2,65 €",,,3x2
441,"
Queso semicurado light en lonchas García Baquero 150 g.","
 150 G. |
16,00 €/kg","2,40 €",,,3x2
442,"
Queso cheddar en lonchas Arla 150 g.","
 150 G. |
15,93 €/kg","2,39 €",,,5€ dto.
443,"
Queso rallado para pasta Arla 150 g.","
 150 G. |
16,60 €/kg","2,49 €",,,5€ dto.
444,"
Queso de oveja en lonchas García Baquero 125 g.","
 125 G. |
18,00 €/kg","2,25 €",,,3x2
445,"
Queso tierno cuña ya cortada García Baquero 250 g","
 250 G |
16,40 €/kg","4,10 €",,,3x2
446,"
Queso semicurado en lonchas Gran Capitán 160 g.","
 160 G. |
13,12 €/kg","2,10 €",,,3x2
447,"
Dulce de membrillo Santa Teresa 200 g aprox","
 Envase De 200.0 G. Aprox |
11,95 €/kg","2,39 €",,,
448,"
Queso clásico apetina Arla 300 g.","
 300 G. |
10,97 €/kg","3,29 €",,,5€ dto.
